,Wind speed (knots)04h,Wind speed (knots)06h,Wind speed (knots)08h,Wind speed (knots)10h,Wind speed (knots)12h,Wind speed (knots)14h,Wind speed (knots)16h,Wind speed (knots)18h,Wind direction (°Deg)04h,Wind direction (°Deg)06h,Wind direction (°Deg)08h,Wind direction (°Deg)10h,Wind direction (°Deg)12h,Wind direction (°Deg)14h,Wind direction (°Deg)16h,Wind direction (°Deg)18h,Wind gusts (knots)04h,Wind gusts (knots)06h,Wind gusts (knots)08h,Wind gusts (knots)10h,Wind gusts (knots)12h,Wind gusts (knots)14h,Wind gusts (knots)16h,Wind gusts (knots)18h,Wave (m)04h,Wave (m)06h,Wave (m)08h,Wave (m)10h,Wave (m)12h,Wave (m)14h,Wave (m)16h,Wave (m)18h,Wave direction (°Deg)04h,Wave direction (°Deg)06h,Wave direction (°Deg)08h,Wave direction (°Deg)10h,Wave direction (°Deg)12h,Wave direction (°Deg)14h,Wave direction (°Deg)16h,Wave direction (°Deg)18h,Wave period (s)04h,Wave period (s)06h,Wave period (s)08h,Wave period (s)10h,Wave period (s)12h,Wave period (s)14h,Wave period (s)16h,Wave period (s)18h
17.02.2022,8.0,7.0,8.0,6.0,8.0,9.0,9.0,10.0,450.0,465.0,456.0,364.0,332.0,333.0,326.0,312.0,13.0,9.0,9.0,5.0,7.0,7.0,8.0,10.0,2.1,2.2,2.2,2.2,2.2,2.2,2.2,2.1,388.0,386.0,384.0,382.0,378.0,376.0,374.0,375.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
18.02.2022,7.0,9.0,10.0,14.0,18.0,24.0,23.0,21.0,221.0,231.0,238.0,264.0,288.0,291.0,283.0,269.0,12.0,13.0,15.0,15.0,16.0,21.0,22.0,24.0,2.0,2.0,1.9,2.0,2.0,2.1,2.1,2.3,371.0,382.0,381.0,385.0,386.0,385.0,384.0,386.0,9.0,17.0,16.0,16.0,17.0,17.0,16.0,16.0
19.02.2022,6.0,5.0,5.0,7.0,14.0,11.0,15.0,15.0,235.0,233.0,238.0,304.0,315.0,359.0,394.0,422.0,7.0,4.0,5.0,6.0,12.0,13.0,19.0,19.0,2.3,2.3,2.3,2.2,2.2,2.2,2.1,2.1,386.0,387.0,388.0,388.0,388.0,391.0,391.0,390.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
20.02.2022,20.0,17.0,18.0,18.0,18.0,19.0,16.0,17.0,442.0,439.0,431.0,420.0,410.0,401.0,400.0,412.0,30.0,26.0,23.0,21.0,20.0,19.0,18.0,19.0,2.7,2.6,2.3,2.3,2.2,2.2,2.2,2.2,387.0,386.0,385.0,384.0,387.0,386.0,386.0,386.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0
21.02.2022,6.0,6.0,7.0,11.0,14.0,16.0,16.0,12.0,485.0,484.0,452.0,404.0,379.0,369.0,381.0,391.0,7.0,6.0,9.0,11.0,13.0,14.0,16.0,14.0,1.7,1.7,1.8,1.8,1.8,1.8,1.8,1.8,386.0,387.0,387.0,388.0,388.0,388.0,389.0,388.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
22.02.2022,5.0,6.0,3.0,4.0,12.0,13.0,11.0,7.0,466.0,490.0,490.0,324.0,325.0,336.0,327.0,319.0,6.0,6.0,4.0,3.0,8.0,10.0,9.0,8.0,1.6,1.6,1.5,1.5,1.5,1.5,1.5,1.4,389.0,389.0,389.0,388.0,389.0,389.0,388.0,387.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0
23.02.2022,4.0,3.0,1.0,5.0,10.0,12.0,12.0,6.0,185.0,537.0,389.5,304.0,310.0,308.0,326.0,347.0,4.0,3.0,1.0,4.0,7.0,12.0,14.0,8.0,1.5,1.6,1.6,1.7,1.8,1.8,1.9,2.0,389.0,389.0,386.0,385.0,386.0,379.0,381.0,382.0,10.0,10.0,11.0,11.0,11.0,13.0,13.0,13.0
24.02.2022,6.0,7.0,7.0,8.0,9.0,10.0,9.0,12.0,427.0,435.0,406.0,342.0,346.0,328.0,316.0,292.0,7.0,7.0,7.0,8.0,9.0,10.0,13.0,16.0,1.9,1.9,1.8,1.8,1.8,1.8,1.8,2.0,383.0,383.0,382.0,381.0,381.0,381.0,382.0,382.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0
25.02.2022,8.0,9.0,12.0,15.0,13.0,16.0,19.0,16.0,267.0,260.0,273.0,278.0,268.0,295.0,295.0,284.0,13.0,13.0,16.0,19.0,18.0,17.0,19.0,19.0,2.3,2.3,2.2,2.2,2.2,2.2,2.2,2.1,387.0,387.0,387.0,387.0,391.0,392.0,392.0,392.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0
26.02.2022,6.0,5.0,9.0,17.0,18.0,19.0,20.0,18.0,255.0,226.0,254.0,283.0,286.0,291.0,288.0,278.0,9.0,8.0,17.0,19.0,19.0,18.0,20.0,23.0,1.9,1.9,1.9,2.0,2.1,2.1,2.1,2.2,388.0,387.0,385.0,382.0,373.0,350.0,346.0,345.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0
27.02.2022,16.0,15.0,16.0,15.0,17.0,20.0,20.0,20.0,264.0,260.0,255.0,257.0,281.0,282.0,282.0,270.0,23.0,23.0,23.0,20.0,18.0,20.0,20.0,25.0,2.4,2.4,2.3,2.2,2.2,2.3,2.2,2.3,324.0,323.0,326.0,330.0,336.0,341.0,342.0,323.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0
28.02.2022,10.0,9.0,5.0,10.0,17.0,20.0,20.0,16.0,246.0,246.0,234.0,294.0,299.0,295.0,284.0,276.0,15.0,13.0,7.0,10.0,13.0,18.0,20.0,20.0,2.1,2.1,2.1,2.1,2.2,2.3,2.4,2.5,320.0,318.0,339.0,336.0,335.0,319.0,320.0,339.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
01.03.2022,2.0,3.0,3.0,10.0,18.0,17.0,18.0,18.0,431.0,482.0,235.0,300.0,305.0,305.0,305.0,272.0,2.0,3.0,4.0,10.0,17.0,17.0,19.0,21.0,2.0,2.0,1.9,1.9,2.0,2.0,2.0,2.1,329.0,327.0,323.0,320.0,317.0,317.0,317.0,318.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
02.03.2022,10.0,10.0,12.0,13.0,22.0,21.0,18.0,12.0,428.0,438.0,440.0,421.0,413.0,409.0,405.0,404.0,15.0,15.0,14.0,12.0,21.0,24.0,23.0,17.0,2.2,2.1,2.2,2.2,2.2,2.1,2.1,1.9,318.0,319.0,323.0,329.0,317.0,318.0,320.0,322.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0
03.03.2022,5.0,6.0,5.0,9.0,15.0,16.0,14.0,11.0,461.0,478.0,462.0,380.0,379.0,372.0,373.0,394.0,6.0,6.0,6.0,8.0,13.0,15.0,14.0,13.0,1.5,1.5,1.4,1.4,1.3,1.3,1.3,1.3,312.0,304.0,398.0,399.0,399.0,398.0,396.0,395.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0
04.03.2022,8.0,8.0,9.0,11.0,14.0,13.0,12.0,10.0,438.0,432.0,443.0,412.0,391.0,375.0,372.0,385.0,13.0,12.0,11.0,10.0,13.0,12.0,12.0,11.0,1.3,1.4,1.4,1.4,1.4,1.4,1.4,1.5,387.0,375.0,373.0,356.0,356.0,356.0,356.0,358.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
05.03.2022,5.0,4.0,2.0,5.0,11.0,15.0,20.0,17.0,479.0,486.0,510.0,294.0,318.0,310.0,303.0,287.0,5.0,4.0,1.0,5.0,10.0,15.0,20.0,20.0,1.4,1.4,1.3,1.3,1.3,1.3,1.4,1.5,361.0,362.0,362.0,359.0,356.0,381.0,382.0,382.0,9.0,9.0,9.0,9.0,9.0,11.0,11.0,11.0
06.03.2022,7.0,7.0,5.0,7.0,11.0,17.0,15.0,11.0,242.0,241.0,228.0,278.0,322.0,295.0,297.0,281.0,10.0,9.0,5.0,6.0,9.0,17.0,16.0,13.0,1.5,1.5,1.5,1.6,1.6,1.8,1.8,1.9,368.0,367.0,367.0,384.0,384.0,387.0,387.0,387.0,10.0,10.0,11.0,18.0,18.0,17.0,17.0,16.0
07.03.2022,8.0,13.0,15.0,15.0,21.0,21.0,18.0,14.0,424.0,436.0,436.0,424.0,413.0,415.0,425.0,432.0,7.0,14.0,16.0,14.0,21.0,25.0,22.0,18.0,1.8,1.8,1.9,2.0,2.1,2.2,2.1,2.1,392.0,392.0,392.0,394.0,394.0,395.0,396.0,397.0,15.0,14.0,14.0,14.0,14.0,14.0,13.0,13.0
08.03.2022,5.0,5.0,4.0,5.0,7.0,12.0,13.0,12.0,382.0,413.0,372.0,329.0,299.0,305.0,298.0,286.0,7.0,5.0,4.0,6.0,8.0,12.0,14.0,14.0,2.1,2.1,2.2,2.2,2.2,2.1,2.1,2.1,400.0,400.0,399.0,401.0,401.0,399.0,399.0,399.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0
09.03.2022,10.0,11.0,11.0,9.0,12.0,15.0,19.0,18.0,245.0,238.0,239.0,261.0,293.0,298.0,291.0,288.0,17.0,19.0,15.0,11.0,9.0,13.0,19.0,20.0,2.0,2.0,1.9,1.9,2.0,2.1,2.1,2.2,399.0,394.0,392.0,392.0,393.0,395.0,394.0,394.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
10.03.2022,20.0,18.0,16.0,14.0,11.0,12.0,9.0,7.0,434.0,436.0,440.0,410.0,383.0,355.0,339.0,307.0,30.0,27.0,20.0,16.0,12.0,13.0,9.0,8.0,2.0,2.1,1.9,1.7,1.6,1.5,1.4,1.4,394.0,393.0,392.0,391.0,390.0,388.0,385.0,382.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
11.03.2022,7.0,7.0,11.0,13.0,17.0,19.0,21.0,17.0,243.0,244.0,242.0,269.0,288.0,287.0,279.0,273.0,10.0,13.0,16.0,15.0,15.0,16.0,22.0,22.0,1.4,1.4,1.5,1.5,1.6,1.7,1.8,1.8,386.0,386.0,386.0,384.0,381.0,387.0,377.0,374.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
12.03.2022,6.0,5.0,4.0,4.0,9.0,4.0,8.0,2.0,468.0,526.0,224.0,214.0,501.0,394.0,319.0,312.0,6.0,5.0,4.0,8.0,15.0,10.0,11.0,3.0,1.7,1.6,1.6,1.5,1.5,1.5,1.6,1.5,383.0,381.0,383.0,380.0,379.0,379.0,380.0,380.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0
13.03.2022,19.0,18.0,11.0,13.0,12.0,7.0,9.0,8.0,431.0,411.0,418.0,425.0,419.0,409.0,449.0,435.0,25.0,23.0,13.0,16.0,16.0,9.0,11.0,16.0,1.8,1.9,1.6,1.6,1.6,1.6,1.7,1.8,386.0,387.0,386.0,384.0,372.0,368.0,366.0,399.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,14.0
14.03.2022,21.0,18.0,19.0,19.0,19.0,17.0,16.0,14.0,422.0,424.0,426.0,418.0,418.0,412.0,412.0,411.0,24.0,23.0,25.0,24.0,22.0,19.0,16.0,15.0,3.1,3.2,3.3,3.4,3.3,3.1,2.9,2.8,403.0,404.0,403.0,402.0,402.0,403.0,403.0,402.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0
15.03.2022,7.0,7.0,9.0,7.0,3.0,5.0,5.0,10.0,479.0,465.0,457.0,447.0,480.0,264.0,286.0,274.0,8.0,7.0,10.0,6.0,2.0,6.0,9.0,12.0,2.6,2.6,2.6,2.6,2.5,2.4,2.3,2.2,395.0,393.0,395.0,394.0,392.0,391.0,390.0,388.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
16.03.2022,4.0,4.0,4.0,1.0,8.0,12.0,9.0,6.0,186.0,529.0,517.0,261.0,327.0,359.0,348.0,320.0,4.0,4.0,4.0,2.0,5.0,10.0,8.0,5.0,1.9,1.8,1.8,1.7,1.6,1.6,1.5,1.4,383.0,382.0,379.0,377.0,374.0,374.0,375.0,375.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
17.03.2022,4.0,4.0,3.0,6.0,15.0,20.0,21.0,16.0,516.0,524.0,181.0,280.0,313.0,312.0,294.0,276.0,3.0,4.0,4.0,7.0,12.0,19.0,21.0,20.0,1.3,1.4,1.5,1.6,1.7,1.8,2.0,2.0,362.0,365.0,363.0,392.0,394.0,394.0,394.0,397.0,9.0,10.0,10.0,16.0,16.0,16.0,15.0,15.0
18.03.2022,5.0,4.0,4.0,5.0,9.0,9.0,12.0,8.0,209.0,188.0,196.0,288.0,307.0,303.0,303.0,295.0,5.0,4.0,4.0,3.0,6.0,9.0,14.0,11.0,2.2,2.1,2.1,2.0,2.0,2.0,1.9,1.9,398.0,398.0,395.0,395.0,395.0,398.0,399.0,398.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
19.03.2022,1.0,1.0,1.0,6.0,14.0,16.0,17.0,13.0,254.0,402.3,540.0,287.0,311.0,312.0,308.0,298.0,1.0,1.0,1.0,9.0,13.0,16.0,19.0,17.0,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,392.0,394.0,395.0,396.0,398.0,398.0,400.0,400.0,13.0,13.0,13.0,13.0,15.0,14.0,14.0,14.0
20.03.2022,3.0,4.0,2.0,9.0,13.0,14.0,13.0,15.0,256.0,214.0,236.0,298.0,310.0,307.0,304.0,286.0,3.0,3.0,5.0,9.0,12.0,13.0,15.0,17.0,1.9,1.9,2.0,2.1,2.2,2.2,2.3,2.3,402.0,401.0,401.0,399.0,394.0,397.0,397.0,396.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0
21.03.2022,6.0,4.0,3.0,5.0,13.0,13.0,15.0,13.0,264.0,192.0,197.0,298.0,319.0,309.0,303.0,302.0,5.0,4.0,4.0,6.0,10.0,13.0,16.0,17.0,2.4,2.4,2.3,2.3,2.3,2.3,2.2,2.2,393.0,393.0,394.0,396.0,397.0,397.0,395.0,395.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
22.03.2022,4.0,1.0,1.0,4.0,8.0,9.0,10.0,9.0,517.0,402.3,389.5,304.0,313.0,313.0,316.0,296.0,4.0,1.0,1.0,4.0,8.0,11.0,12.0,13.0,2.0,1.9,1.8,1.8,1.7,1.7,1.7,1.7,399.0,400.0,400.0,400.0,400.0,399.0,398.0,397.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0
23.03.2022,3.0,2.0,2.0,3.0,7.0,9.0,8.0,4.0,228.0,203.0,526.0,330.0,318.0,310.0,318.0,337.0,3.0,2.0,2.0,2.0,5.0,8.0,10.0,5.0,1.8,1.8,1.8,1.8,1.7,1.7,1.7,1.7,393.0,393.0,393.0,394.0,395.0,396.0,397.0,399.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
24.03.2022,7.0,11.0,12.0,15.0,15.0,19.0,17.0,16.0,447.0,445.0,443.0,430.0,416.0,405.0,405.0,417.0,11.0,17.0,15.0,18.0,18.0,21.0,20.0,21.0,1.6,1.6,1.6,1.6,1.6,1.7,1.6,1.7,401.0,402.0,402.0,403.0,403.0,403.0,404.0,404.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0
25.03.2022,12.0,14.0,13.0,11.0,11.0,7.0,7.0,10.0,341.0,329.0,319.0,314.0,307.0,305.0,305.0,298.0,14.0,16.0,15.0,12.0,12.0,11.0,9.0,9.0,2.6,2.8,2.8,2.7,2.6,2.5,2.4,2.3,382.0,387.0,385.0,381.0,379.0,376.0,374.0,372.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
26.03.2022,6.0,6.0,6.0,9.0,10.0,13.0,13.0,11.0,270.0,273.0,258.0,268.0,296.0,309.0,307.0,297.0,6.0,7.0,8.0,10.0,10.0,12.0,13.0,11.0,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.7,362.0,361.0,360.0,360.0,361.0,364.0,366.0,372.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,12.0
27.03.2022,5.0,5.0,3.0,5.0,11.0,14.0,19.0,17.0,500.0,501.0,533.0,269.0,308.0,301.0,276.0,265.0,5.0,4.0,3.0,6.0,10.0,12.0,18.0,23.0,1.7,1.7,1.7,1.7,1.7,1.8,2.0,2.1,381.0,381.0,384.0,385.0,385.0,385.0,382.0,381.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,13.0
28.03.2022,5.0,6.0,6.0,5.0,6.0,7.0,15.0,15.0,183.0,539.0,181.0,184.0,532.0,520.0,400.0,416.0,5.0,6.0,6.0,8.0,13.0,16.0,20.0,22.0,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.4,374.0,374.0,374.0,376.0,376.0,377.0,379.0,379.0,18.0,18.0,17.0,17.0,16.0,16.0,16.0,16.0
29.03.2022,6.0,3.0,3.0,4.0,11.0,18.0,11.0,2.0,379.0,246.0,270.0,292.0,500.0,385.0,392.0,377.0,5.0,3.0,3.0,16.0,23.0,19.0,18.0,3.0,2.0,1.9,1.9,1.8,1.8,1.8,1.8,1.8,381.0,382.0,382.0,383.0,383.0,384.0,384.0,385.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
30.03.2022,7.0,6.0,3.0,1.0,5.0,13.0,10.0,6.0,421.0,421.0,486.0,368.2,328.0,324.0,362.0,384.0,10.0,8.0,2.0,1.0,5.0,12.0,11.0,7.0,2.4,2.5,2.7,2.9,3.1,3.4,3.6,3.7,406.0,404.0,405.0,405.0,405.0,406.0,397.0,397.0,12.0,12.0,13.0,13.0,13.0,13.0,15.0,15.0
31.03.2022,3.0,3.0,2.0,4.0,7.0,8.0,8.0,6.0,486.0,481.0,451.0,348.0,340.0,367.0,363.0,373.0,3.0,2.0,1.0,4.0,5.0,8.0,8.0,7.0,4.0,4.0,4.0,4.0,4.0,3.9,3.8,3.8,395.0,394.0,392.0,391.0,394.0,394.0,394.0,393.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
01.04.2022,5.0,6.0,5.0,5.0,9.0,4.0,7.0,8.0,433.0,440.0,445.0,420.0,368.0,370.0,381.0,407.0,7.0,7.0,6.0,6.0,7.0,5.0,7.0,8.0,3.4,3.3,3.2,3.1,3.0,2.9,2.8,2.7,389.0,388.0,387.0,386.0,386.0,388.0,387.0,387.0,15.0,15.0,14.0,14.0,14.0,14.0,14.0,13.0
02.04.2022,7.0,7.0,7.0,7.0,8.0,7.0,9.0,11.0,474.0,475.0,475.0,430.0,355.0,357.0,283.0,268.0,8.0,8.0,7.0,7.0,6.0,7.0,7.0,13.0,2.3,2.2,2.1,2.1,2.1,2.0,2.0,2.0,385.0,384.0,386.0,385.0,385.0,384.0,383.0,384.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0
03.04.2022,13.0,15.0,12.0,8.0,5.0,10.0,11.0,6.0,257.0,258.0,242.0,216.0,396.0,349.0,388.0,379.0,23.0,24.0,20.0,12.0,4.0,8.0,11.0,7.0,1.9,2.0,2.2,2.2,2.2,2.1,2.0,2.0,383.0,382.0,382.0,370.0,315.0,322.0,322.0,319.0,11.0,11.0,11.0,10.0,8.0,8.0,8.0,8.0
04.04.2022,3.0,8.0,11.0,13.0,12.0,19.0,16.0,10.0,486.0,427.0,438.0,429.0,418.0,406.0,422.0,422.0,3.0,8.0,15.0,13.0,13.0,20.0,21.0,16.0,2.2,2.1,2.1,2.1,2.1,2.0,2.0,2.0,311.0,307.0,306.0,306.0,306.0,306.0,313.0,332.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
05.04.2022,8.0,8.0,9.0,13.0,11.0,16.0,9.0,9.0,484.0,477.0,456.0,431.0,397.0,387.0,383.0,406.0,15.0,16.0,17.0,13.0,10.0,14.0,11.0,12.0,2.5,2.6,2.6,2.5,2.4,2.3,2.3,2.2,385.0,390.0,392.0,391.0,389.0,388.0,392.0,392.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0
06.04.2022,12.0,12.0,10.0,19.0,20.0,29.0,30.0,27.0,451.0,453.0,458.0,439.0,427.0,429.0,433.0,435.0,17.0,15.0,14.0,19.0,20.0,31.0,36.0,37.0,2.5,2.4,2.4,2.6,2.8,3.3,3.6,3.7,402.0,406.0,407.0,412.0,422.0,421.0,420.0,419.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,10.0
07.04.2022,17.0,16.0,18.0,20.0,20.0,20.0,17.0,14.0,450.0,448.0,438.0,435.0,427.0,419.0,421.0,418.0,26.0,23.0,24.0,25.0,23.0,20.0,19.0,17.0,4.0,3.9,3.9,3.9,3.7,3.7,3.6,3.5,406.0,406.0,404.0,402.0,402.0,401.0,401.0,401.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0
08.04.2022,8.0,2.0,2.0,3.0,6.0,14.0,14.0,14.0,474.0,470.0,227.0,242.0,272.0,296.0,289.0,280.0,11.0,3.0,4.0,5.0,9.0,13.0,14.0,15.0,3.1,3.0,3.0,2.9,2.8,2.7,2.6,2.6,399.0,397.0,396.0,396.0,395.0,394.0,394.0,392.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
09.04.2022,13.0,13.0,9.0,16.0,16.0,16.0,19.0,20.0,262.0,255.0,260.0,266.0,265.0,267.0,269.0,265.0,16.0,15.0,14.0,18.0,18.0,18.0,22.0,26.0,2.1,2.1,2.0,2.0,2.0,2.0,2.1,2.3,387.0,386.0,386.0,385.0,384.0,384.0,383.0,383.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
10.04.2022,14.0,12.0,13.0,17.0,22.0,20.0,19.0,16.0,256.0,246.0,259.0,256.0,258.0,260.0,276.0,265.0,20.0,19.0,20.0,21.0,24.0,24.0,22.0,21.0,2.3,2.3,2.5,2.7,2.7,2.4,2.3,2.4,302.0,301.0,298.0,291.0,290.0,295.0,293.0,292.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0
11.04.2022,7.0,7.0,5.0,5.0,9.0,17.0,19.0,15.0,240.0,230.0,231.0,253.0,310.0,277.0,275.0,270.0,11.0,11.0,6.0,7.0,9.0,16.0,20.0,22.0,2.4,2.4,2.3,2.3,2.2,2.4,2.5,2.5,294.0,293.0,365.0,369.0,368.0,359.0,291.0,290.0,9.0,9.0,16.0,16.0,15.0,14.0,9.0,9.0
12.04.2022,6.0,8.0,10.0,12.0,13.0,18.0,16.0,14.0,229.0,243.0,246.0,259.0,292.0,291.0,280.0,265.0,10.0,14.0,16.0,14.0,12.0,17.0,18.0,20.0,2.1,2.0,1.9,1.8,1.7,1.7,1.8,1.9,292.0,293.0,294.0,293.0,292.0,292.0,291.0,291.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0
13.04.2022,3.0,2.0,3.0,4.0,13.0,13.0,15.0,11.0,207.0,461.0,426.0,412.0,410.0,401.0,406.0,426.0,4.0,2.0,3.0,5.0,14.0,15.0,18.0,17.0,1.6,1.6,1.6,1.6,1.6,1.6,1.7,1.7,296.0,294.0,293.0,294.0,292.0,292.0,292.0,292.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
14.04.2022,9.0,9.0,12.0,13.0,14.0,17.0,12.0,13.0,452.0,455.0,446.0,428.0,415.0,413.0,402.0,373.0,16.0,15.0,17.0,13.0,14.0,18.0,15.0,15.0,1.7,1.7,1.7,1.7,1.8,1.9,1.9,1.9,294.0,295.0,299.0,305.0,313.0,333.0,335.0,336.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0
15.04.2022,17.0,16.0,17.0,19.0,19.0,17.0,14.0,10.0,426.0,432.0,432.0,387.0,378.0,376.0,372.0,374.0,23.0,24.0,23.0,21.0,20.0,17.0,15.0,10.0,2.2,2.3,2.6,2.6,2.8,2.9,2.9,2.9,399.0,399.0,410.0,405.0,395.0,386.0,386.0,387.0,12.0,12.0,7.0,8.0,8.0,9.0,10.0,10.0
16.04.2022,7.0,8.0,9.0,10.0,13.0,15.0,14.0,13.0,294.0,283.0,274.0,273.0,298.0,289.0,279.0,266.0,7.0,8.0,9.0,10.0,12.0,14.0,14.0,15.0,3.0,2.9,2.9,2.8,2.7,2.6,2.5,2.5,396.0,395.0,393.0,393.0,393.0,393.0,392.0,392.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
17.04.2022,7.0,6.0,5.0,3.0,4.0,9.0,7.0,5.0,253.0,207.0,514.0,531.0,319.0,320.0,322.0,313.0,10.0,9.0,5.0,3.0,3.0,6.0,7.0,5.0,2.5,2.4,2.4,2.3,2.2,2.2,2.1,2.1,386.0,386.0,387.0,388.0,388.0,388.0,387.0,387.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
18.04.2022,5.0,3.0,2.0,4.0,6.0,7.0,10.0,9.0,389.0,401.0,309.0,274.0,293.0,311.0,308.0,291.0,7.0,6.0,3.0,4.0,5.0,5.0,10.0,10.0,2.2,2.2,2.2,2.2,2.3,2.3,2.4,2.4,389.0,390.0,390.0,390.0,387.0,381.0,383.0,384.0,12.0,11.0,11.0,11.0,12.0,14.0,14.0,14.0
19.04.2022,3.0,3.0,3.0,5.0,9.0,14.0,18.0,15.0,532.0,190.0,207.0,292.0,309.0,310.0,290.0,274.0,3.0,3.0,3.0,4.0,8.0,12.0,18.0,19.0,2.3,2.3,2.2,2.2,2.1,2.1,2.1,2.1,392.0,394.0,394.0,395.0,397.0,397.0,398.0,399.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0
20.04.2022,7.0,6.0,4.0,3.0,3.0,1.0,4.0,3.0,236.0,213.0,186.0,224.0,260.0,520.0,290.0,289.0,8.0,7.0,5.0,4.0,9.0,9.0,9.0,3.0,2.0,2.0,2.0,1.9,1.9,1.9,1.9,1.9,383.0,383.0,383.0,385.0,386.0,387.0,389.0,389.0,14.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0
21.04.2022,8.0,6.0,4.0,6.0,8.0,14.0,10.0,7.0,507.0,476.0,451.0,428.0,408.0,394.0,393.0,416.0,7.0,6.0,5.0,9.0,12.0,15.0,11.0,8.0,1.7,1.6,1.6,1.6,1.6,1.6,1.6,1.6,394.0,396.0,397.0,399.0,399.0,399.0,399.0,400.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
22.04.2022,11.0,12.0,14.0,16.0,18.0,21.0,19.0,14.0,440.0,439.0,439.0,427.0,421.0,424.0,422.0,429.0,15.0,17.0,18.0,17.0,19.0,23.0,23.0,18.0,1.6,1.7,1.7,1.8,1.9,2.1,2.2,2.2,405.0,407.0,407.0,407.0,406.0,397.0,396.0,395.0,12.0,12.0,12.0,12.0,12.0,16.0,16.0,16.0
23.04.2022,3.0,3.0,2.0,2.0,5.0,3.0,4.0,3.0,471.0,190.0,189.0,218.0,280.0,273.0,516.0,305.0,3.0,2.0,2.0,3.0,7.0,5.0,4.0,5.0,2.9,3.2,3.3,3.4,3.4,3.5,3.4,3.4,397.0,392.0,396.0,396.0,395.0,395.0,395.0,396.0,15.0,15.0,15.0,15.0,15.0,14.0,14.0,14.0
24.04.2022,13.0,11.0,18.0,19.0,20.0,19.0,18.0,12.0,450.0,463.0,437.0,434.0,423.0,418.0,419.0,423.0,19.0,18.0,23.0,21.0,19.0,18.0,19.0,16.0,3.0,3.1,3.2,3.2,3.2,3.0,3.0,2.9,398.0,398.0,398.0,400.0,399.0,398.0,398.0,397.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0
