,Wind speed (knots)04h,Wind speed (knots)06h,Wind speed (knots)08h,Wind speed (knots)10h,Wind speed (knots)12h,Wind speed (knots)14h,Wind speed (knots)16h,Wind speed (knots)18h,Wind direction (°Deg)04h,Wind direction (°Deg)06h,Wind direction (°Deg)08h,Wind direction (°Deg)10h,Wind direction (°Deg)12h,Wind direction (°Deg)14h,Wind direction (°Deg)16h,Wind direction (°Deg)18h,Wind gusts (knots)04h,Wind gusts (knots)06h,Wind gusts (knots)08h,Wind gusts (knots)10h,Wind gusts (knots)12h,Wind gusts (knots)14h,Wind gusts (knots)16h,Wind gusts (knots)18h,Wave (m)04h,Wave (m)06h,Wave (m)08h,Wave (m)10h,Wave (m)12h,Wave (m)14h,Wave (m)16h,Wave (m)18h,Wave direction (°Deg)04h,Wave direction (°Deg)06h,Wave direction (°Deg)08h,Wave direction (°Deg)10h,Wave direction (°Deg)12h,Wave direction (°Deg)14h,Wave direction (°Deg)16h,Wave direction (°Deg)18h,Wave period (s)04h,Wave period (s)06h,Wave period (s)08h,Wave period (s)10h,Wave period (s)12h,Wave period (s)14h,Wave period (s)16h,Wave period (s)18h
06.09.2022,17.0,16.0,16.0,16.0,16.0,15.0,13.0,7.0,457.0,462.0,459.0,444.0,423.0,410.0,390.0,395.0,24.0,22.0,21.0,17.0,15.0,14.0,12.0,8.0,5.4,5.1,4.7,4.4,4.1,3.9,3.6,3.3,400.0,399.0,398.0,401.0,402.0,400.0,399.0,402.0,15.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0
07.09.2022,5.0,5.0,4.0,4.0,7.0,13.0,16.0,11.0,532.0,539.0,189.0,257.0,310.0,316.0,294.0,282.0,5.0,5.0,6.0,6.0,6.0,10.0,14.0,13.0,2.4,2.3,2.1,2.0,1.9,1.8,1.7,1.7,400.0,399.0,397.0,396.0,397.0,394.0,395.0,397.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0
08.09.2022,4.0,5.0,4.0,5.0,8.0,8.0,9.0,9.0,477.0,478.0,482.0,383.0,364.0,354.0,372.0,404.0,4.0,5.0,4.0,5.0,7.0,7.0,9.0,10.0,1.6,1.7,1.8,1.8,1.9,1.9,2.0,2.0,399.0,405.0,405.0,406.0,406.0,401.0,401.0,402.0,9.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
09.09.2022,3.0,3.0,2.0,3.0,9.0,11.0,11.0,8.0,445.0,435.0,533.0,287.0,325.0,330.0,315.0,308.0,3.0,2.0,2.0,3.0,7.0,11.0,12.0,11.0,1.8,1.8,1.7,1.7,1.6,1.6,1.6,1.6,406.0,407.0,408.0,409.0,410.0,410.0,410.0,409.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
10.09.2022,3.0,3.0,3.0,5.0,9.0,11.0,11.0,13.0,469.0,485.0,477.0,363.0,360.0,378.0,391.0,426.0,3.0,3.0,3.0,4.0,8.0,11.0,11.0,17.0,2.4,2.6,2.5,2.5,2.5,2.4,2.4,2.5,386.0,387.0,388.0,388.0,391.0,393.0,393.0,393.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0
11.09.2022,17.0,16.0,17.0,21.0,22.0,24.0,20.0,19.0,445.0,448.0,451.0,438.0,432.0,429.0,419.0,437.0,25.0,25.0,24.0,23.0,24.0,27.0,23.0,24.0,2.7,2.9,3.1,3.2,3.4,3.5,3.3,3.4,395.0,397.0,398.0,397.0,397.0,397.0,397.0,398.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0
12.09.2022,9.0,11.0,14.0,16.0,17.0,18.0,17.0,14.0,468.0,472.0,457.0,434.0,427.0,419.0,416.0,419.0,16.0,17.0,19.0,17.0,17.0,18.0,18.0,19.0,3.4,3.4,3.3,3.3,3.3,3.2,3.1,3.1,395.0,394.0,395.0,395.0,395.0,396.0,397.0,398.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
13.09.2022,8.0,6.0,7.0,10.0,12.0,14.0,12.0,4.0,477.0,474.0,466.0,445.0,411.0,388.0,377.0,365.0,13.0,8.0,12.0,12.0,12.0,12.0,12.0,5.0,2.9,2.9,2.9,2.9,2.9,2.8,2.8,2.8,399.0,398.0,398.0,397.0,396.0,398.0,398.0,398.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0
14.09.2022,5.0,6.0,5.0,4.0,7.0,3.0,9.0,3.0,207.0,219.0,215.0,243.0,306.0,223.0,317.0,317.0,7.0,8.0,7.0,6.0,10.0,12.0,10.0,3.0,2.4,2.3,2.2,2.1,2.0,2.0,2.0,1.9,400.0,400.0,400.0,400.0,401.0,401.0,401.0,401.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0
15.09.2022,9.0,8.0,6.0,11.0,11.0,11.0,12.0,5.0,451.0,453.0,462.0,404.0,384.0,373.0,383.0,415.0,13.0,10.0,7.0,11.0,10.0,11.0,14.0,5.0,1.6,1.6,1.6,1.6,1.7,1.8,2.0,2.2,401.0,401.0,402.0,401.0,400.0,389.0,393.0,393.0,11.0,11.0,11.0,11.0,10.0,16.0,16.0,15.0
16.09.2022,3.0,3.0,2.0,5.0,10.0,17.0,16.0,12.0,508.0,513.0,465.0,351.0,340.0,391.0,405.0,433.0,3.0,3.0,2.0,4.0,6.0,18.0,18.0,16.0,2.5,2.5,2.5,2.5,2.5,2.4,2.4,2.4,397.0,397.0,396.0,400.0,400.0,400.0,400.0,399.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
17.09.2022,11.0,11.0,9.0,8.0,11.0,13.0,13.0,10.0,450.0,457.0,453.0,403.0,374.0,386.0,394.0,391.0,17.0,17.0,11.0,8.0,10.0,13.0,13.0,12.0,2.3,2.4,2.3,2.3,2.3,2.3,2.3,2.3,401.0,401.0,402.0,401.0,402.0,401.0,402.0,402.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0
18.09.2022,8.0,8.0,9.0,4.0,4.0,12.0,15.0,12.0,435.0,400.0,382.0,416.0,446.0,427.0,425.0,439.0,11.0,10.0,11.0,8.0,5.0,15.0,18.0,16.0,2.1,2.1,2.1,2.0,1.9,1.9,1.9,2.0,402.0,402.0,401.0,402.0,404.0,405.0,402.0,403.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
19.09.2022,12.0,15.0,19.0,18.0,22.0,20.0,18.0,14.0,466.0,382.0,384.0,384.0,385.0,387.0,385.0,394.0,19.0,18.0,22.0,21.0,23.0,20.0,21.0,18.0,2.3,2.6,2.8,2.8,2.8,2.5,2.5,2.4,388.0,377.0,365.0,358.0,353.0,348.0,346.0,344.0,10.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0
20.09.2022,9.0,7.0,7.0,5.0,7.0,9.0,8.0,11.0,469.0,488.0,494.0,447.0,347.0,330.0,315.0,293.0,11.0,7.0,8.0,6.0,5.0,6.0,8.0,13.0,2.0,2.0,2.0,1.9,2.0,2.1,2.1,2.3,394.0,394.0,395.0,396.0,397.0,398.0,399.0,399.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
21.09.2022,7.0,8.0,8.0,8.0,7.0,15.0,18.0,14.0,210.0,214.0,228.0,241.0,277.0,297.0,288.0,272.0,13.0,14.0,14.0,12.0,7.0,10.0,15.0,16.0,2.6,2.6,2.5,2.5,2.4,2.5,2.6,2.5,386.0,386.0,386.0,386.0,389.0,389.0,390.0,390.0,16.0,15.0,15.0,15.0,15.0,15.0,14.0,14.0
22.09.2022,6.0,7.0,8.0,16.0,15.0,18.0,12.0,12.0,525.0,530.0,525.0,507.0,467.0,409.0,389.0,411.0,6.0,6.0,12.0,20.0,18.0,19.0,15.0,17.0,1.9,1.9,1.8,1.8,1.8,1.9,2.0,2.1,394.0,394.0,395.0,396.0,397.0,399.0,400.0,400.0,14.0,14.0,13.0,13.0,13.0,14.0,14.0,14.0
23.09.2022,15.0,14.0,19.0,17.0,17.0,14.0,11.0,8.0,435.0,447.0,435.0,424.0,416.0,396.0,384.0,374.0,21.0,21.0,22.0,18.0,16.0,14.0,12.0,9.0,3.2,3.2,3.3,3.2,3.2,3.3,3.3,3.3,405.0,407.0,408.0,407.0,406.0,406.0,405.0,404.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
24.09.2022,11.0,9.0,6.0,4.0,1.0,8.0,7.0,4.0,266.0,256.0,182.0,522.0,299.0,320.0,345.0,326.0,16.0,13.0,9.0,5.0,3.0,5.0,8.0,4.0,2.9,2.8,2.7,2.6,2.5,2.4,2.4,2.3,401.0,400.0,400.0,399.0,399.0,401.0,400.0,400.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0
25.09.2022,3.0,4.0,5.0,7.0,14.0,20.0,18.0,10.0,519.0,534.0,533.0,462.0,424.0,414.0,413.0,431.0,2.0,4.0,5.0,7.0,14.0,21.0,22.0,16.0,2.0,1.9,1.9,1.8,1.8,2.1,2.1,2.0,403.0,402.0,403.0,402.0,402.0,404.0,403.0,402.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0
26.09.2022,8.0,4.0,4.0,4.0,8.0,11.0,18.0,19.0,468.0,458.0,442.0,319.0,321.0,310.0,300.0,291.0,7.0,4.0,3.0,4.0,7.0,11.0,17.0,22.0,1.7,1.6,1.6,1.7,1.7,1.8,2.0,2.2,404.0,405.0,406.0,406.0,405.0,404.0,403.0,353.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,8.0
27.09.2022,21.0,22.0,23.0,22.0,21.0,19.0,19.0,18.0,271.0,271.0,266.0,265.0,263.0,264.0,261.0,262.0,28.0,29.0,29.0,30.0,29.0,27.0,27.0,26.0,3.3,3.4,3.3,3.3,3.3,3.4,3.4,3.4,312.0,307.0,305.0,303.0,301.0,297.0,295.0,293.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
28.09.2022,3.0,11.0,7.0,5.0,8.0,14.0,18.0,13.0,187.0,430.0,432.0,416.0,384.0,405.0,421.0,424.0,3.0,12.0,7.0,5.0,7.0,14.0,21.0,19.0,3.1,3.0,2.8,2.7,2.6,2.5,2.4,2.3,289.0,289.0,290.0,290.0,291.0,292.0,293.0,294.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
29.09.2022,4.0,3.0,2.0,2.0,10.0,13.0,20.0,16.0,467.0,520.0,515.0,292.0,306.0,311.0,302.0,291.0,4.0,3.0,2.0,3.0,9.0,12.0,18.0,19.0,1.7,1.7,1.6,1.5,1.4,1.4,1.4,1.4,299.0,301.0,302.0,304.0,305.0,306.0,306.0,309.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0
30.09.2022,12.0,8.0,2.0,3.0,8.0,6.0,6.0,11.0,258.0,250.0,222.0,381.0,360.0,337.0,347.0,417.0,18.0,13.0,3.0,3.0,7.0,6.0,6.0,17.0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,311.0,312.0,315.0,316.0,296.0,296.0,297.0,300.0,9.0,9.0,9.0,9.0,6.0,7.0,7.0,7.0
01.10.2022,16.0,12.0,10.0,12.0,12.0,13.0,10.0,6.0,439.0,449.0,447.0,414.0,390.0,376.0,360.0,357.0,22.0,18.0,14.0,12.0,11.0,11.0,10.0,8.0,2.0,1.9,1.7,1.6,1.5,1.4,1.4,1.4,424.0,418.0,338.0,336.0,339.0,349.0,352.0,351.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0
02.10.2022,4.0,4.0,3.0,6.0,11.0,13.0,17.0,12.0,187.0,199.0,214.0,282.0,317.0,311.0,294.0,287.0,5.0,4.0,3.0,6.0,8.0,13.0,19.0,14.0,1.6,1.6,1.6,1.6,1.6,1.7,1.7,1.7,392.0,395.0,398.0,399.0,405.0,405.0,403.0,399.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0
03.10.2022,19.0,15.0,17.0,16.0,18.0,20.0,19.0,15.0,436.0,438.0,432.0,422.0,417.0,413.0,417.0,422.0,25.0,22.0,19.0,18.0,19.0,22.0,25.0,25.0,1.9,2.0,2.0,1.9,1.9,1.9,2.1,2.1,413.0,413.0,414.0,412.0,410.0,411.0,405.0,405.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,8.0
04.10.2022,10.0,10.0,13.0,10.0,12.0,13.0,10.0,7.0,453.0,452.0,436.0,411.0,366.0,350.0,335.0,309.0,17.0,17.0,14.0,10.0,10.0,11.0,9.0,8.0,2.8,2.7,2.6,2.5,2.4,2.3,2.3,2.3,408.0,408.0,410.0,410.0,410.0,411.0,407.0,408.0,11.0,11.0,11.0,11.0,11.0,11.0,13.0,13.0
05.10.2022,5.0,6.0,9.0,8.0,11.0,14.0,14.0,11.0,469.0,468.0,439.0,406.0,384.0,381.0,387.0,403.0,5.0,6.0,8.0,6.0,9.0,13.0,13.0,12.0,2.1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,408.0,408.0,409.0,408.0,408.0,408.0,408.0,408.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
06.10.2022,7.0,8.0,10.0,10.0,15.0,17.0,17.0,13.0,465.0,466.0,448.0,425.0,407.0,411.0,411.0,416.0,7.0,9.0,12.0,11.0,14.0,19.0,21.0,22.0,1.9,2.0,2.0,2.0,2.1,2.3,2.5,2.8,409.0,408.0,407.0,406.0,406.0,406.0,403.0,403.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0
07.10.2022,12.0,9.0,14.0,10.0,12.0,12.0,8.0,9.0,447.0,459.0,433.0,398.0,354.0,348.0,322.0,280.0,18.0,15.0,14.0,11.0,10.0,10.0,8.0,12.0,3.2,3.2,3.2,3.1,3.1,3.0,3.1,3.1,405.0,403.0,403.0,402.0,401.0,401.0,400.0,399.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0
08.10.2022,4.0,5.0,5.0,4.0,10.0,8.0,11.0,9.0,221.0,526.0,183.0,279.0,312.0,359.0,375.0,409.0,4.0,5.0,6.0,6.0,8.0,10.0,13.0,11.0,3.1,3.0,2.9,2.8,2.7,2.6,2.6,2.5,395.0,395.0,397.0,397.0,397.0,398.0,397.0,396.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
09.10.2022,7.0,7.0,9.0,11.0,13.0,13.0,10.0,4.0,464.0,470.0,436.0,398.0,383.0,378.0,375.0,360.0,8.0,7.0,11.0,11.0,14.0,14.0,11.0,4.0,2.2,2.2,2.1,2.1,2.1,2.1,2.2,2.2,395.0,398.0,399.0,398.0,398.0,398.0,397.0,398.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0
10.10.2022,7.0,9.0,13.0,15.0,18.0,21.0,20.0,18.0,229.0,242.0,251.0,272.0,278.0,282.0,279.0,269.0,15.0,18.0,20.0,18.0,18.0,21.0,24.0,24.0,1.9,1.9,1.8,1.8,2.0,2.2,2.5,2.6,404.0,404.0,403.0,406.0,405.0,405.0,293.0,289.0,12.0,12.0,12.0,11.0,11.0,11.0,7.0,7.0
11.10.2022,5.0,6.0,5.0,30.0,25.0,29.0,26.0,18.0,188.0,540.0,460.0,436.0,428.0,428.0,426.0,433.0,5.0,5.0,8.0,35.0,30.0,36.0,34.0,27.0,2.0,1.9,1.7,1.9,2.4,2.6,2.6,2.5,287.0,287.0,288.0,306.0,438.0,438.0,436.0,431.0,8.0,8.0,8.0,9.0,6.0,6.0,7.0,7.0
12.10.2022,3.0,3.0,0.0,8.0,16.0,13.0,17.0,14.0,481.0,208.0,389.5,296.0,321.0,321.0,283.0,270.0,2.0,3.0,1.0,7.0,15.0,14.0,19.0,21.0,1.6,1.5,1.4,1.4,1.3,1.3,1.3,1.3,344.0,343.0,347.0,351.0,348.0,349.0,346.0,338.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0
13.10.2022,4.0,4.0,4.0,7.0,13.0,21.0,21.0,14.0,237.0,456.0,406.0,359.0,371.0,412.0,441.0,413.0,4.0,4.0,4.0,6.0,13.0,24.0,26.0,23.0,1.5,1.6,1.6,1.6,1.7,1.8,2.0,2.0,396.0,399.0,399.0,398.0,400.0,400.0,400.0,400.0,15.0,15.0,14.0,14.0,14.0,14.0,13.0,13.0
14.10.2022,12.0,10.0,12.0,10.0,9.0,12.0,12.0,8.0,423.0,444.0,434.0,409.0,382.0,375.0,376.0,295.0,17.0,15.0,14.0,11.0,10.0,12.0,11.0,9.0,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.2,400.0,400.0,400.0,400.0,400.0,400.0,399.0,398.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0
15.10.2022,16.0,15.0,15.0,17.0,15.0,17.0,18.0,18.0,285.0,277.0,288.0,284.0,281.0,281.0,283.0,266.0,18.0,17.0,17.0,19.0,19.0,19.0,21.0,21.0,2.6,2.5,2.5,2.6,2.6,2.7,2.8,2.8,398.0,399.0,400.0,400.0,399.0,398.0,395.0,392.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0
16.10.2022,12.0,11.0,16.0,11.0,13.0,12.0,15.0,11.0,249.0,227.0,247.0,259.0,267.0,277.0,279.0,270.0,19.0,14.0,23.0,15.0,16.0,12.0,14.0,13.0,2.8,2.7,2.8,2.8,2.9,2.9,3.0,3.1,392.0,392.0,392.0,392.0,393.0,393.0,393.0,380.0,14.0,14.0,14.0,14.0,14.0,13.0,13.0,12.0
17.10.2022,4.0,5.0,9.0,8.0,17.0,18.0,18.0,13.0,366.0,461.0,422.0,397.0,409.0,408.0,417.0,425.0,4.0,4.0,10.0,8.0,19.0,21.0,23.0,18.0,2.4,2.3,2.2,2.0,2.0,2.0,1.9,1.9,396.0,396.0,397.0,395.0,396.0,398.0,397.0,397.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
18.10.2022,4.0,3.0,3.0,7.0,10.0,12.0,13.0,12.0,462.0,478.0,407.0,327.0,326.0,319.0,313.0,296.0,4.0,3.0,4.0,4.0,8.0,13.0,15.0,16.0,1.6,1.6,1.7,1.7,1.7,1.7,1.7,1.7,363.0,329.0,322.0,303.0,303.0,382.0,397.0,392.0,11.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0
19.10.2022,2.0,3.0,3.0,6.0,12.0,14.0,15.0,11.0,221.0,208.0,325.0,286.0,323.0,294.0,289.0,260.0,3.0,3.0,3.0,6.0,11.0,16.0,17.0,19.0,1.9,1.9,2.0,2.0,2.0,2.1,2.1,2.1,393.0,394.0,395.0,395.0,396.0,397.0,397.0,398.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0
20.10.2022,23.0,21.0,21.0,21.0,21.0,20.0,17.0,13.0,437.0,439.0,430.0,419.0,410.0,404.0,406.0,416.0,34.0,31.0,26.0,23.0,23.0,23.0,21.0,17.0,2.7,2.9,2.8,2.7,2.6,2.6,2.5,2.4,392.0,398.0,394.0,395.0,396.0,397.0,398.0,399.0,15.0,14.0,15.0,14.0,14.0,14.0,14.0,14.0
21.10.2022,3.0,3.0,6.0,12.0,13.0,11.0,12.0,11.0,199.0,224.0,259.0,314.0,330.0,351.0,364.0,382.0,3.0,4.0,9.0,10.0,12.0,11.0,13.0,14.0,2.4,2.5,2.5,2.5,2.5,2.5,2.5,2.5,399.0,402.0,401.0,401.0,402.0,402.0,402.0,399.0,13.0,13.0,13.0,12.0,12.0,13.0,13.0,13.0
22.10.2022,4.0,2.0,6.0,9.0,11.0,15.0,13.0,14.0,400.0,347.0,291.0,283.0,281.0,288.0,291.0,277.0,5.0,4.0,9.0,12.0,15.0,15.0,14.0,16.0,2.2,2.2,2.1,2.1,2.1,2.2,2.3,2.3,402.0,402.0,402.0,402.0,401.0,400.0,399.0,399.0,13.0,13.0,13.0,12.0,12.0,13.0,13.0,13.0
23.10.2022,4.0,4.0,1.0,5.0,11.0,12.0,11.0,8.0,210.0,520.0,389.5,299.0,313.0,325.0,336.0,344.0,7.0,4.0,2.0,4.0,6.0,12.0,13.0,9.0,2.5,2.4,2.4,2.3,2.3,2.3,2.2,2.2,399.0,400.0,400.0,400.0,400.0,399.0,399.0,399.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
24.10.2022,4.0,4.0,4.0,5.0,14.0,18.0,21.0,16.0,457.0,472.0,459.0,312.0,320.0,304.0,299.0,291.0,4.0,4.0,4.0,4.0,11.0,18.0,21.0,19.0,1.9,1.8,1.8,1.8,1.7,1.8,1.8,1.9,396.0,397.0,396.0,396.0,395.0,395.0,394.0,394.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
25.10.2022,8.0,11.0,14.0,17.0,18.0,22.0,21.0,17.0,452.0,436.0,419.0,411.0,411.0,411.0,413.0,421.0,10.0,16.0,18.0,20.0,21.0,24.0,25.0,22.0,1.9,1.9,2.0,2.0,2.1,2.2,2.3,2.4,393.0,388.0,389.0,390.0,391.0,391.0,391.0,391.0,12.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0
26.10.2022,14.0,10.0,12.0,11.0,12.0,12.0,12.0,15.0,310.0,308.0,280.0,273.0,280.0,265.0,280.0,268.0,15.0,13.0,13.0,12.0,12.0,12.0,13.0,15.0,2.9,3.0,3.2,3.3,3.3,3.3,3.2,3.1,391.0,392.0,388.0,387.0,387.0,387.0,388.0,391.0,13.0,13.0,13.0,14.0,14.0,13.0,13.0,13.0
27.10.2022,6.0,5.0,4.0,10.0,17.0,21.0,21.0,17.0,538.0,525.0,484.0,383.0,409.0,414.0,399.0,393.0,6.0,5.0,5.0,9.0,19.0,26.0,25.0,23.0,2.7,2.6,2.5,2.5,2.5,2.6,2.7,2.7,395.0,395.0,395.0,396.0,397.0,397.0,397.0,396.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
28.10.2022,9.0,16.0,13.0,13.0,13.0,16.0,19.0,20.0,327.0,307.0,301.0,289.0,276.0,289.0,286.0,273.0,12.0,15.0,13.0,12.0,12.0,15.0,18.0,20.0,2.9,3.0,3.0,3.0,2.9,2.9,2.8,2.8,392.0,392.0,391.0,391.0,391.0,392.0,393.0,394.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
29.10.2022,15.0,10.0,4.0,5.0,12.0,12.0,9.0,8.0,238.0,228.0,195.0,278.0,315.0,303.0,357.0,392.0,19.0,14.0,5.0,6.0,9.0,12.0,12.0,8.0,2.8,2.7,2.6,2.5,2.4,2.3,2.1,2.0,391.0,391.0,390.0,391.0,392.0,392.0,393.0,394.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0
30.10.2022,18.0,19.0,19.0,22.0,25.0,26.0,26.0,19.0,441.0,442.0,429.0,421.0,422.0,418.0,417.0,404.0,29.0,28.0,25.0,26.0,29.0,30.0,30.0,25.0,2.2,2.3,2.1,2.2,2.3,2.4,2.5,2.5,390.0,389.0,380.0,378.0,378.0,412.0,409.0,396.0,11.0,11.0,11.0,11.0,11.0,7.0,7.0,8.0
31.10.2022,11.0,8.0,8.0,8.0,10.0,11.0,11.0,11.0,385.0,380.0,367.0,347.0,338.0,333.0,313.0,299.0,13.0,10.0,8.0,7.0,8.0,10.0,11.0,11.0,3.1,3.0,3.0,2.9,2.9,2.9,2.8,2.7,390.0,391.0,391.0,389.0,390.0,389.0,389.0,389.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0
01.11.2022,8.0,7.0,13.0,18.0,20.0,22.0,21.0,19.0,228.0,237.0,253.0,279.0,288.0,288.0,287.0,276.0,13.0,13.0,17.0,18.0,19.0,20.0,21.0,24.0,2.5,2.4,2.4,2.4,2.4,2.4,2.4,2.4,390.0,389.0,388.0,387.0,386.0,385.0,384.0,384.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
02.11.2022,11.0,9.0,7.0,8.0,16.0,23.0,23.0,17.0,243.0,234.0,235.0,297.0,310.0,298.0,278.0,261.0,19.0,16.0,9.0,7.0,14.0,22.0,27.0,27.0,2.5,2.5,2.4,2.4,2.4,2.7,3.0,3.3,382.0,289.0,287.0,288.0,287.0,284.0,281.0,277.0,11.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
03.11.2022,2.0,3.0,2.0,9.0,16.0,21.0,21.0,16.0,442.0,446.0,406.0,299.0,306.0,306.0,297.0,276.0,2.0,4.0,2.0,10.0,14.0,20.0,21.0,22.0,2.2,2.1,2.1,2.0,2.0,2.0,2.1,2.3,282.0,284.0,286.0,290.0,385.0,385.0,386.0,387.0,9.0,9.0,9.0,9.0,17.0,16.0,16.0,15.0
04.11.2022,12.0,11.0,13.0,15.0,22.0,22.0,19.0,15.0,265.0,256.0,262.0,293.0,302.0,300.0,295.0,282.0,20.0,22.0,19.0,15.0,21.0,22.0,22.0,20.0,2.2,2.1,2.1,2.1,2.1,2.2,2.3,2.3,391.0,392.0,392.0,393.0,394.0,395.0,396.0,398.0,15.0,14.0,14.0,14.0,14.0,14.0,13.0,13.0
05.11.2022,6.0,4.0,5.0,8.0,10.0,10.0,7.0,7.0,453.0,396.0,345.0,333.0,339.0,343.0,329.0,328.0,6.0,6.0,5.0,7.0,8.0,9.0,7.0,8.0,2.0,1.9,1.9,1.8,1.8,1.7,1.6,1.6,395.0,396.0,397.0,401.0,401.0,402.0,402.0,403.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
06.11.2022,4.0,4.0,5.0,12.0,17.0,22.0,21.0,18.0,181.0,196.0,269.0,314.0,316.0,307.0,287.0,270.0,4.0,4.0,6.0,10.0,17.0,21.0,21.0,24.0,1.8,1.9,1.8,1.9,1.9,1.9,2.0,2.1,393.0,393.0,394.0,394.0,394.0,394.0,395.0,394.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0
07.11.2022,7.0,5.0,2.0,4.0,8.0,19.0,17.0,13.0,250.0,214.0,530.0,356.0,355.0,410.0,419.0,419.0,10.0,6.0,4.0,6.0,8.0,20.0,19.0,15.0,2.3,2.3,2.3,2.1,2.0,1.9,1.9,1.9,395.0,396.0,383.0,396.0,396.0,396.0,397.0,397.0,12.0,12.0,11.0,12.0,12.0,12.0,12.0,11.0
08.11.2022,7.0,6.0,6.0,11.0,11.0,12.0,8.0,6.0,469.0,475.0,418.0,343.0,343.0,345.0,325.0,327.0,11.0,8.0,7.0,7.0,10.0,10.0,8.0,7.0,1.8,1.8,1.7,1.6,1.6,1.6,1.6,1.7,398.0,397.0,397.0,397.0,396.0,396.0,398.0,400.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
09.11.2022,9.0,11.0,15.0,19.0,20.0,21.0,21.0,18.0,439.0,444.0,437.0,424.0,421.0,418.0,416.0,417.0,14.0,16.0,17.0,20.0,21.0,23.0,26.0,24.0,1.8,1.9,1.9,2.1,2.3,2.4,2.5,2.6,398.0,396.0,390.0,389.0,390.0,408.0,401.0,399.0,10.0,10.0,13.0,13.0,13.0,7.0,8.0,8.0
10.11.2022,8.0,9.0,14.0,14.0,16.0,16.0,17.0,18.0,311.0,284.0,285.0,279.0,278.0,276.0,278.0,273.0,8.0,10.0,13.0,14.0,16.0,17.0,18.0,20.0,2.8,2.8,2.6,2.5,2.4,2.3,2.3,2.3,400.0,400.0,400.0,396.0,396.0,395.0,395.0,394.0,11.0,11.0,11.0,12.0,13.0,13.0,13.0,13.0
11.11.2022,15.0,13.0,9.0,10.0,15.0,25.0,21.0,11.0,247.0,241.0,236.0,295.0,313.0,307.0,283.0,259.0,20.0,19.0,11.0,9.0,13.0,24.0,25.0,18.0,2.4,2.4,2.3,2.2,2.2,2.4,2.4,2.5,380.0,292.0,302.0,298.0,306.0,303.0,300.0,294.0,11.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0
